file_name,song_key,duration_seconds,num_instruments,num_non_drum_instruments,num_drum_tracks,num_notes,notes_per_second,avg_pitch,min_pitch,max_pitch,avg_velocity,avg_note_duration_seconds,avg_tempo_bpm,num_tempo_changes,num_key_signature_changes,num_time_signature_changes
Alan_Parsons_-_Eye_in_the_Sky.mid,alan_parsons_-_eye_in_the_sky,268.9730708333334,15,14,1,9636,35.82514773745085,51.51909506019095,26.0,78.0,79.42984640929846,0.3294047854378546,112.00005973336519,1,1,1
Alan_Parsons_-_Games_People_Play.mid,alan_parsons_-_games_people_play,259.9907055,15,14,1,9093,34.97432718801557,56.734960958979435,28.0,83.0,86.75629605190807,0.2737322168976136,132.9999468000213,1,1,9
Alan_Parsons_-_Prime_Time.mid,alan_parsons_-_prime_time,313.61043083333334,12,9,3,5213,16.622533842856846,48.13792441971993,28.0,92.0,75.12679838864378,0.39516138364025843,117.99990166674861,1,1,1
Alan_Parsons_-_Time.mid,alan_parsons_-_time,316.91005281250006,14,13,1,5940,18.743488719540252,55.67289562289562,29.0,118.0,84.63670033670034,0.7109249184027778,71.00003550001773,1,1,1
Alannah_Myles_-_Black_Velvet.mid,alannah_myles_-_black_velvet,292.721778,11,10,1,3700,12.639988815591304,46.92324324324324,26.0,86.0,96.03567567567568,0.29710822116554053,145.99999386666747,2,1,1
Alice_Deejay_-_Better_Off_Alone.mid,alice_deejay_-_better_off_alone,214.411536,14,11,3,5887,27.456545062015692,49.703244436894856,35.0,82.0,104.46509257686428,0.13564269746899957,136.0001450668214,1,1,1
All_4_One_-_I_Swear.mid,all_4_one_-_i_swear,253.695950375,13,8,5,2721,10.725437264481206,61.266446159500184,26.0,93.0,90.3763322307975,0.5879473189452409,68.50004043555953,38,1,1
All_Saints_-_Bootie_Call.mid,all_saints_-_bootie_call,235.47233995833335,10,9,1,3906,16.587935554091676,50.89221710189452,35.0,88.0,117.95289298515105,0.29042335451922274,89.9999550000225,1,1,1
All_Saints_-_Lady_Marmelade.mid,all_saints_-_lady_marmelade,246.30428625,14,13,1,8779,35.642903879834535,57.83756692106162,29.0,91.0,83.07643239548923,0.201476298823898,115.0000287500072,1,1,1
All_Saints_-_Never_Ever.mid,all_saints_-_never_ever,318.69389175000003,15,14,1,7150,22.435321746325876,59.4620979020979,22.0,93.0,87.0834965034965,0.6307929632703962,67.00002903334591,1,1,1
Allure_-_All_Cried_Out.mid,allure_-_all_cried_out,280.9282905,3,3,0,1787,6.361053907456145,67.64017907106883,37.0,99.0,110.0,0.6063528191801902,70.00007000007,1,1,1
America_-_Daisy_Jane.mid,america_-_daisy_jane,181.18810443333334,18,8,10,2094,11.557050097460841,55.52005730659026,31.0,81.0,64.79465138490926,0.7569039038283986,80.8130303392334,23,1,1
America_-_I_Need_You.mid,america_-_i_need_you,195.0161942333333,21,6,15,2779,14.250098618348472,56.00899604174163,28.0,81.0,66.6718243972652,0.645280817857143,76.50499261373032,4,1,11
America_-_Lonely_People.mid,america_-_lonely_people,119.14025049999998,10,8,2,1881,15.788115201251825,58.411483253588514,35.0,79.0,83.1451355661882,0.4374054269781144,156.99983776683433,1,1,1
America_-_Sandman.mid,america_-_sandman,267.297382125,12,6,6,5060,18.930226550568015,55.92707509881423,35.0,83.0,70.04288537549407,0.30907217636363643,75.88889378889348,9,1,6
America_-_Sister_Golden_Hair.mid,america_-_sister_golden_hair,192.50607960000002,16,8,8,5613,29.157520695777546,51.74469980402637,31.0,82.0,65.06253340459648,0.3044850997891799,96.0294144157085,17,1,1
America_-_Tin_Man.mid,america_-_tin_man,154.39466,13,12,1,2781,18.012280994692436,54.314275440489034,31.0,86.0,92.40704782452356,0.5071298745018278,157.00024858372694,1,1,1
America_-_Ventura_Highway.mid,america_-_ventura_highway,210.6388919333333,15,7,8,6506,30.886983596833264,61.50753150937596,36.0,81.0,63.67230249000922,0.262623587549954,125.000065000065,2,1,1
Andrew_Gold_-_Lonely_Boy.mid,andrew_gold_-_lonely_boy,256.1451783666667,15,5,10,6946,27.117434121898402,54.31802476245321,28.0,100.0,107.30175640656493,0.27770742495800965,123.99999173333387,1,1,1
Andy_Kim_-_Baby_I_Love_You.mid,andy_kim_-_baby_i_love_you,176.4221095,13,11,2,7677,43.51495411633767,57.86817767357041,28.0,93.0,87.9558421258304,0.31043595514632455,108.99994368336242,1,1,1
Andy_Kim_-_Rock_Me_Gently.mid,andy_kim_-_rock_me_gently,207.48451357291668,16,14,2,9181,44.2490855915061,57.477943579130816,29.0,88.0,83.55397015575646,0.24682721294997848,122.00006913337249,1,1,3
Animotion_-_Obsession.mid,animotion_-_obsession,240.949726,17,12,5,7154,29.69084098481191,54.90159351411798,24.0,86.0,122.70659770757618,0.1772273695624824,114.49999157501273,4,1,1
Anita_Baker_-_Sweet_Love.mid,anita_baker_-_sweet_love,256.4493228,11,10,1,6333,24.69493750599212,59.40154744986578,29.0,79.0,85.33285962419075,0.396980502186957,89.00004005001801,1,1,1
Anita_Ward_-_Ring_My_Bell.mid,anita_ward_-_ring_my_bell,206.86997041666666,11,10,1,6934,33.518639684792824,56.253533314104416,29.0,108.0,67.34237092587252,0.13494836187626194,122.99996925000768,1,1,1
Anne_Murray_-_Snowbird.mid,anne_murray_-_snowbird,125.60710399999999,14,13,1,5349,42.58517097886438,56.58758646475977,31.0,88.0,86.26939614881286,0.2539395193474636,214.00063486855012,1,0,1
Anne_Murray_-_You_Needed_Me.mid,anne_murray_-_you_needed_me,206.76924799999998,10,9,1,2200,10.639880065724281,55.72772727272727,24.0,89.0,95.915,1.0172902945643938,64.99999458333379,1,1,1
Another_Level_-_Freak_Me.mid,another_level_-_freak_me,183.35458383333335,10,9,1,3413,18.6142060298987,54.93348959859361,24.0,86.0,95.97187225314973,0.33219887093466166,68.0000725334107,1,0,1
Another_Level_-_I_Want_You_For_Myself.mid,another_level_-_i_want_you_for_myself,302.07997645833336,14,13,1,8553,28.31369394382794,63.204723488834325,27.0,104.0,81.66736817490938,0.269484211929781,131.00007641671124,1,0,2
Aqua_-_Barbie_Girl.mid,aqua_-_barbie_girl,194.54345625000002,11,9,2,11808,60.69595054806681,54.65718157181572,27.0,87.0,77.50381097560975,0.15541959632240845,126.00012600012599,1,1,1
Aqua_-_My_Oh_My.mid,aqua_-_my_oh_my,203.90752430416666,15,11,4,6732,33.01496608804856,58.57947118241236,31.0,91.0,102.32605466428996,0.23454482741755797,133.00024161710562,1,1,1
Aretha_Franklin_-_Respect.mid,aretha_franklin_-_respect,155.4244549875,12,11,1,4594,29.557768115509695,54.46343056160209,24.0,96.0,98.83979103178058,0.2931689111558557,116.00008506672903,1,0,1
Aretha_Franklin_-_Think.mid,aretha_franklin_-_think,193.40207676562503,11,10,1,11064,57.207245056669926,61.547180043383946,28.0,96.0,78.71366594360087,0.21123188201129042,129.00423778921137,1,0,1
Aretha_Franklin_-_You_Make_Me_Feel_Like_a_Natural_Woman.mid,aretha_franklin_-_you_make_me_feel_like_a_natural_woman,192.67864849999998,11,10,1,2994,15.538826036554852,56.67835671342685,29.0,84.0,85.11022044088176,0.5314500169505679,55.99997760000896,1,1,1
Arlo_Guthrie_-_City_of_New_Orleans.mid,arlo_guthrie_-_city_of_new_orleans,180.396506625,16,15,1,3764,20.86514905648606,53.277364505844844,24.0,88.0,86.8451115834219,0.43063128227948994,145.00003625000906,1,1,1
Asia_-_Heat_Of_The_Moment.mid,asia_-_heat_of_the_moment,231.99099585416667,21,20,1,5112,22.035337971536993,53.525625978090765,27.0,85.0,82.64475743348983,0.4512724588223786,132.0000778611877,9,1,33
Asia_-_Only_Time_Will_Tell.mid,asia_-_only_time_will_tell,311.18967,17,16,1,6522,20.958279238510713,50.390677706225084,21.0,91.0,96.80926096289481,0.3194910173183071,118.09106491385101,11,0,1
Atlanta_Rhythm_Section_-_Imaginary_Lover.mid,atlanta_rhythm_section_-_imaginary_lover,187.090722,9,7,2,2855,15.259976387284453,54.51908931698774,36.0,92.0,83.34115586690018,0.6664079468695272,110.00011000011,1,1,6
Atlantic_Starr_-_Always.mid,atlantic_starr_-_always,215.96432170833333,10,9,1,5344,24.744828024034643,57.48858532934132,31.0,98.0,61.606474550898206,0.39633507461015466,69.99998833333528,1,1,1
Average_White_Band_-_Cut_the_Cake.mid,average_white_band_-_cut_the_cake,248.0279762,9,8,1,7540,30.399796488763993,54.85742705570292,28.0,78.0,83.0844827586207,0.14219697739832016,107.9999136000691,1,1,1
Average_White_Band_-_Pick_Up_the_Pieces.mid,average_white_band_-_pick_up_the_pieces,186.43996396666665,10,9,1,7204,38.639784339842464,56.81010549694614,28.0,84.0,81.05607995558023,0.14109167465991118,107.9999136000691,1,1,1
BJ_Thomas_-_Hooked_on_a_Feeling.mid,bj_thomas_-_hooked_on_a_feeling,161.95126000000002,10,9,1,4436,27.39095700768243,51.99706943192065,18.0,78.0,79.809738503156,0.40193420210587627,122.99996925000767,1,1,1
Babyface_-_Change_the_World.mid,babyface_-_change_the_world,236.26158850000002,12,8,4,3920,16.59177873512012,54.73545918367347,28.0,92.0,104.4436224489796,0.6920333227705145,78.60008025009576,5,1,2
Babyface_-_When_Can_I_See_You_Again.mid,babyface_-_when_can_i_see_you_again,221.01698651666666,4,2,2,1629,7.370474214103715,57.918354818907304,40.0,78.0,90.85267034990792,0.4903104334561081,88.00002346667293,1,1,1
Backstreet_Boys_-_All_I_Have_to_Give.mid,backstreet_boys_-_all_i_have_to_give,252.9084880416667,7,6,1,4229,16.721463295859298,61.751950815795695,26.0,90.0,73.19460865452825,0.5734235980728304,95.00224838654515,1,0,1
Backstreet_Boys_-_As_Long_As_You_Love_Me.mid,backstreet_boys_-_as_long_as_you_love_me,210.90417749166664,16,15,1,4870,23.091055179276502,55.00164271047228,28.0,115.0,92.83449691991787,0.40624857883128,98.99993565004183,1,1,1
Backstreet_Boys_-_Back_to_Your_Heart.mid,backstreet_boys_-_back_to_your_heart,275.1038915625,10,9,1,3960,14.394561914440748,57.844949494949496,26.0,88.0,90.46111111111111,0.5959291880208333,90.00009000009,1,1,1
Backstreet_Boys_-_Everybody.mid,backstreet_boys_-_everybody,226.30110696666665,11,10,1,3031,13.393659627332072,51.85846255361267,25.0,97.0,98.39623886506104,0.521169020378313,161.99987040010365,2,1,1
Backstreet_Boys_-_I'll_Never_Break_Your_Heart.mid,backstreet_boys_-_i'll_never_break_your_heart,263.6361,10,9,1,3287,12.46794350242626,54.47337998174628,24.0,96.0,100.0,0.5383461165196228,165.000165000165,1,2,1
Backstreet_Boys_-_I_Need_You_Tonight.mid,backstreet_boys_-_i_need_you_tonight,113.0487315,1,1,0,357,3.157930171025404,59.64425770308123,36.0,77.0,127.0,1.1769824782913163,41.00001776667437,1,1,1
Backstreet_Boys_-_I_Want_It_That_Way.mid,backstreet_boys_-_i_want_it_that_way,214.60694999999998,16,15,1,5975,27.841595996774572,55.948953974895396,28.0,102.0,83.87430962343096,0.39640787289260815,85.59995975335603,5,1,1
Backstreet_Boys_-_Larger_Than_Life.mid,backstreet_boys_-_larger_than_life,208.97075192708337,7,6,1,3696,17.686685652974315,47.788419913419915,27.0,75.0,101.86282467532467,0.3278195018178436,116.00008506672903,1,0,1
Backstreet_Boys_-_Let_the_Music_Heal_Your_Soul.mid,backstreet_boys_-_let_the_music_heal_your_soul,270.28125,7,6,1,5235,19.368713146028444,57.56676217765043,22.0,96.0,94.42884431709646,0.6868276922158548,80.0,1,1,1
Backstreet_Boys_-_Like_A_Child.mid,backstreet_boys_-_like_a_child,326.4999199999999,17,16,1,3388,10.376725360300243,55.86865407319953,25.0,98.0,80.63341204250295,0.9957730131714877,66.50000862500217,2,1,1
Backstreet_Boys_-_My_Heart_Stays_With_You.mid,backstreet_boys_-_my_heart_stays_with_you,217.38998400000003,9,8,1,3152,14.499288062875976,51.92290609137056,24.0,94.0,76.59168781725889,0.6645446329526229,78.33337750003709,3,1,1
Backstreet_Boys_-_No_One_Else_Comes_Close.mid,backstreet_boys_-_no_one_else_comes_close,217.81228486666657,12,11,1,3463,15.899011399287554,56.82356338434883,25.0,94.0,80.45278660121282,0.597253843974396,47.45833028472504,24,1,1
Backstreet_Boys_-_Quit_Playing_Games_With_My_Heart.mid,backstreet_boys_-_quit_playing_games_with_my_heart,235.07500000000002,15,13,2,3002,12.770392427948526,56.549966688874086,35.0,84.0,96.26915389740174,0.4873022151898735,99.99999999999999,1,0,1
Backstreet_Boys_-_Shape_of_My_Heart.mid,backstreet_boys_-_shape_of_my_heart,231.1369348333334,21,19,2,6033,26.10141042300415,54.71258080556937,27.0,81.0,110.0,0.5428488825919251,79.96004733671029,25,0,1
Backstreet_Boys_-_Show_Me_the_Meaning.mid,backstreet_boys_-_show_me_the_meaning,228.8719557,14,13,1,4089,17.865884824088127,53.223037417461484,25.0,95.0,85.08021521154316,0.5460250268525313,86.00005160003096,1,1,1
Backstreet_Boys_-_The_One.mid,backstreet_boys_-_the_one,224.4865507083333,14,13,1,7378,32.866111474027456,52.422878828950935,22.0,80.0,102.0910815939279,0.3871895091827053,109.99990833340973,1,1,1
Bad_English_-_When_I_See_You_Smile.mid,bad_english_-_when_i_see_you_smile,287.99583333333334,2,2,0,1703,5.913279995370304,63.079271873165006,33.0,90.0,77.12800939518496,0.6392151105891587,120.0,1,2,1
Bad_Religion_-_A_Walk.mid,bad_religion_-_a_walk,110.581329,9,7,2,3082,27.870889488043684,49.744970798183,28.0,84.0,66.0921479558728,0.19944541366198898,172.00010320006194,1,1,1
Bad_Religion_-_American_Jesus.mid,bad_religion_-_american_jesus,95.24151577083333,7,6,1,3323,34.89024689606664,49.51790550707192,28.0,69.0,91.10111345170027,0.15099756101414386,194.00021986691584,1,1,1
Badfinger_-_Baby_Blue.mid,badfinger_-_baby_blue,208.93056607499997,14,11,3,5075,24.29036638984754,50.37990147783251,29.0,82.0,92.71330049261084,0.4953679200886701,122.5000793750686,2,1,1
Badfinger_-_Come_And_Get_It.mid,badfinger_-_come_and_get_it,113.71693468750001,7,5,2,3360,29.54705039520677,53.45892857142857,24.0,76.0,93.99732142857142,0.2434937868055555,114.00017100025649,1,1,1
Badfinger_-_Day_After_Day.mid,badfinger_-_day_after_day,218.05833333333334,9,8,1,4049,18.568425879925098,53.63126697950111,36.0,86.0,83.7683378612003,0.634410656952334,80.0,3,1,1
Badfinger_-_No_Matter_What.mid,badfinger_-_no_matter_what,170.05833333333334,7,4,3,2438,14.336257166658498,54.35315832649713,36.0,93.0,119.27481542247745,0.4563935602953255,120.0,1,1,1
Bananarama_-_Cruel_Summer.mid,bananarama_-_cruel_summer,230.97199125000003,11,8,3,5453,23.60892318799715,58.258389877131854,35.0,78.0,110.0,0.419236613045571,108.000108000108,1,1,1
Bananarama_-_Venus.mid,bananarama_-_venus,243.703125,10,6,4,8895,36.49932679361416,53.97268128161889,26.0,95.0,75.29173693086004,0.16810422814783585,128.0,1,0,1
Barbra_Streisand_-_The_Way_We_Were.mid,barbra_streisand_-_the_way_we_were,147.18022050000002,23,16,7,3266,22.190481770612646,54.24096754439682,28.0,95.0,84.96509491733006,0.5518661518613492,66.16670367224957,6,0,5
Barbra_Streisand_-_Woman_In_Love.mid,barbra_streisand_-_woman_in_love,235.72926095833333,10,9,1,4164,17.66433230678144,54.00744476464938,23.0,91.0,77.46613832853026,0.5367937625880564,83.99996640001345,1,1,1
Barenaked_Ladies_-_One_Week.mid,barenaked_ladies_-_one_week,174.54559999999998,14,13,1,8200,46.97912751739374,58.134878048780486,21.0,84.0,89.72682926829269,0.22902568974593493,109.99990833340973,1,1,1
Barenaked_Ladies_-_Shoe_Box.mid,barenaked_ladies_-_shoe_box,182.33748,7,6,1,4388,24.065266230508396,53.56381039197812,28.0,79.0,80.30856882406563,0.23939971798085685,154.000154000154,1,1,1
Barenaked_Ladies_-_The_Old_Apartment.mid,barenaked_ladies_-_the_old_apartment,193.62371388541663,6,4,2,3061,15.809013981683307,52.52009147337471,27.0,82.0,71.359359686377,0.3335593481526661,57.60200285467057,20,1,1
Barry_Manilow_-_Copacabana.mid,barry_manilow_-_copacabana,243.26706371666668,13,12,1,7899,32.470486876924575,58.13951133054817,27.0,104.0,90.42321812887707,0.28818554766426124,178.0000425333645,2,1,2
Barry_Manilow_-_Even_Now.mid,barry_manilow_-_even_now,201.82349191666665,13,12,1,2676,13.259110595038788,57.19506726457399,28.0,100.0,79.41330343796712,0.8645721087482866,70.22222004445103,18,1,1
Barry_Manilow_-_Mandy.mid,barry_manilow_-_mandy,239.423045,13,11,2,2689,11.23116615612336,57.544068426924504,24.0,96.0,72.82075120862774,0.8206366729143424,104.00001386666852,1,1,1
Beastie_Boys_-_Fight_For_Your_Right_to_Party.mid,beastie_boys_-_fight_for_your_right_to_party,195.26628,7,6,1,3463,17.734756866367302,48.36153624025412,27.0,73.0,119.08114351718163,0.43968750210258484,135.1999945920002,1,1,1
Beastie_Boys_-_Intergalactic.mid,beastie_boys_-_intergalactic,207.8527683375,8,7,1,3288,15.81888962220183,44.818430656934304,26.0,83.0,120.65267639902676,0.370477413093066,210.00021000021,1,1,1
Beastie_Boys_-_Sabotage.mid,beastie_boys_-_sabotage,232.98990292083332,10,9,1,10553,45.29380830544301,47.20250165829622,27.0,96.0,126.5934805268644,0.15536320366562437,175.00007291669706,1,1,1
Beau_Brummels_-_Laugh_Laugh.mid,beau_brummels_-_laugh_laugh,172.8,8,7,1,5102,29.525462962962962,53.398667189337516,33.0,79.0,92.35456683653469,0.39427048216385724,125.0,1,1,1
Bee_Gees_-_How_Can_You_Mend_a_Broken_Heart.mid,bee_gees_-_how_can_you_mend_a_broken_heart,238.31239593749996,12,11,1,5579,23.41044819784848,58.79494533070443,28.0,97.0,84.86735974188923,0.6568952103572923,55.66666260833592,6,1,1
Bee_Gees_-_How_Deep_Is_Your_Love.mid,bee_gees_-_how_deep_is_your_love,249.20068792708332,11,10,1,6172,24.767186845832228,55.932112767336356,29.0,92.0,79.05281918340894,0.4368781432426685,104.00001386666852,1,1,1
Bee_Gees_-_I_Just_Want_to_Be_Your_Everything.mid,bee_gees_-_i_just_want_to_be_your_everything,226.8,6,5,1,3514,15.493827160493826,54.480648833238476,21.0,85.0,82.42743312464428,0.3643116818440516,100.0,1,1,8
Bee_Gees_-_I_Started_A_Joke.mid,bee_gees_-_i_started_a_joke,191.15662733333335,11,10,1,3248,16.991302082015878,56.48275862068966,33.0,91.0,69.71582512315271,0.5115558604301366,69.33333684444914,3,1,1
